CUST_ID,TYPE,VALUE
32147,SENDOUT_1,1
32148,SENDOUT_1,1
32149,SENDOUT_1,1
32150,SENDOUT_1,0
32151,SENDOUT_1,0
32152,SENDOUT_1,1
32153,SENDOUT_1,1
32154,SENDOUT_1,0
32155,SENDOUT_1,0
32156,SENDOUT_1,1
32157,SENDOUT_1,0
32158,SENDOUT_1,0
32159,SENDOUT_1,0
32160,SENDOUT_1,1
32161,SENDOUT_1,0
32162,SENDOUT_1,1
32163,SENDOUT_1,0
32164,SENDOUT_1,1
32165,SENDOUT_1,0
32166,SENDOUT_1,0
32167,SENDOUT_1,1
32168,SENDOUT_1,1
32169,SENDOUT_1,1
32170,SENDOUT_1,0
32171,SENDOUT_1,1
32172,SENDOUT_1,0
32173,SENDOUT_1,0
32174,SENDOUT_1,1
32175,SENDOUT_1,0
32176,SENDOUT_1,0
32177,SENDOUT_1,0
32178,SENDOUT_1,0
32179,SENDOUT_1,1
32180,SENDOUT_1,0
32181,SENDOUT_1,0
32182,SENDOUT_1,1
32183,SENDOUT_1,1
32184,SENDOUT_1,0
32185,SENDOUT_1,1
32186,SENDOUT_1,0
32187,SENDOUT_1,0
32188,SENDOUT_1,1
32189,SENDOUT_1,1
32190,SENDOUT_1,0
32191,SENDOUT_1,0
32192,SENDOUT_1,1
32193,SENDOUT_1,1
32194,SENDOUT_1,0
32195,SENDOUT_1,0
32196,SENDOUT_1,0
32197,SENDOUT_1,0
32198,SENDOUT_1,0
32199,SENDOUT_1,1
32200,SENDOUT_1,0
32201,SENDOUT_1,1
32202,SENDOUT_1,0
32203,SENDOUT_1,1
32204,SENDOUT_1,1
32205,SENDOUT_1,1
32206,SENDOUT_1,1
32207,SENDOUT_1,0
32208,SENDOUT_1,1
32209,SENDOUT_1,1
32210,SENDOUT_1,1
32211,SENDOUT_1,1
32212,SENDOUT_1,1
32213,SENDOUT_1,0
32214,SENDOUT_1,1
32215,SENDOUT_1,0
32216,SENDOUT_1,1
32217,SENDOUT_1,0
32218,SENDOUT_1,0
32219,SENDOUT_1,1
32220,SENDOUT_1,1
32221,SENDOUT_1,1
32222,SENDOUT_1,0
32223,SENDOUT_1,1
32224,SENDOUT_1,0
32225,SENDOUT_1,1
32226,SENDOUT_1,1
32227,SENDOUT_1,0
32228,SENDOUT_1,1
32229,SENDOUT_1,0
32230,SENDOUT_1,0
32231,SENDOUT_1,0
32232,SENDOUT_1,0
32233,SENDOUT_1,1
32234,SENDOUT_1,1
32235,SENDOUT_1,0
32236,SENDOUT_1,1
32237,SENDOUT_1,0
32238,SENDOUT_1,0
32239,SENDOUT_1,0
32240,SENDOUT_1,1
32241,SENDOUT_1,0
32242,SENDOUT_1,1
32243,SENDOUT_1,1
32244,SENDOUT_1,0
32245,SENDOUT_1,1
32246,SENDOUT_1,1
32247,SENDOUT_1,0
32248,SENDOUT_1,1
32249,SENDOUT_1,1
32250,SENDOUT_1,1
32251,SENDOUT_1,1
32252,SENDOUT_1,0
32253,SENDOUT_1,0
32254,SENDOUT_1,0
32255,SENDOUT_1,1
32256,SENDOUT_1,1
32257,SENDOUT_1,1
32258,SENDOUT_1,0
32259,SENDOUT_1,1
32260,SENDOUT_1,1
32261,SENDOUT_1,0
32262,SENDOUT_1,1
32263,SENDOUT_1,1
32264,SENDOUT_1,0
32265,SENDOUT_1,0
32266,SENDOUT_1,0
32267,SENDOUT_1,1
32268,SENDOUT_1,1
32269,SENDOUT_1,0
32270,SENDOUT_1,1
32271,SENDOUT_1,0
32272,SENDOUT_1,1
32273,SENDOUT_1,0
32274,SENDOUT_1,1
32275,SENDOUT_1,0
32276,SENDOUT_1,0
32277,SENDOUT_1,0
32278,SENDOUT_1,1
32279,SENDOUT_1,1
32280,SENDOUT_1,1
32281,SENDOUT_1,1
32282,SENDOUT_1,0
32283,SENDOUT_1,1
32284,SENDOUT_1,1
32285,SENDOUT_1,0
32286,SENDOUT_1,0
32287,SENDOUT_1,1
32288,SENDOUT_1,0
32289,SENDOUT_1,0
32290,SENDOUT_1,0
32291,SENDOUT_1,1
32292,SENDOUT_1,0
32293,SENDOUT_1,0
32294,SENDOUT_1,0
32295,SENDOUT_1,0
32296,SENDOUT_1,1
32297,SENDOUT_1,0
32298,SENDOUT_1,1
32299,SENDOUT_1,0
32300,SENDOUT_1,1
32301,SENDOUT_1,1
32302,SENDOUT_1,1
32303,SENDOUT_1,1
32304,SENDOUT_1,1
32305,SENDOUT_1,0
32306,SENDOUT_1,0
32307,SENDOUT_1,1
32308,SENDOUT_1,1
32309,SENDOUT_1,0
32310,SENDOUT_1,0
32311,SENDOUT_1,1
32312,SENDOUT_1,1
32313,SENDOUT_1,1
32314,SENDOUT_1,1
32315,SENDOUT_1,0
32316,SENDOUT_1,1
32317,SENDOUT_1,1
32318,SENDOUT_1,0
32319,SENDOUT_1,0
32320,SENDOUT_1,1
32321,SENDOUT_1,0
32322,SENDOUT_1,0
32323,SENDOUT_1,1
32324,SENDOUT_1,0
32325,SENDOUT_1,1
32326,SENDOUT_1,0
32327,SENDOUT_1,1
32328,SENDOUT_1,0
32329,SENDOUT_1,1
32330,SENDOUT_1,1
32331,SENDOUT_1,0
32332,SENDOUT_1,1
32333,SENDOUT_1,1
32334,SENDOUT_1,0
32335,SENDOUT_1,0
32336,SENDOUT_1,0
32337,SENDOUT_1,0
32338,SENDOUT_1,1
32339,SENDOUT_1,0
32340,SENDOUT_1,0
32341,SENDOUT_1,0
32342,SENDOUT_1,1
32343,SENDOUT_1,1
32344,SENDOUT_1,0
32345,SENDOUT_1,0
32346,SENDOUT_1,1
32347,SENDOUT_1,1
32348,SENDOUT_1,0
32349,SENDOUT_1,0
32350,SENDOUT_1,1
32351,SENDOUT_1,0
32352,SENDOUT_1,0
32353,SENDOUT_1,0
32354,SENDOUT_1,1
32355,SENDOUT_1,0
32356,SENDOUT_1,1
32357,SENDOUT_1,1
32358,SENDOUT_1,1
32359,SENDOUT_1,0
32360,SENDOUT_1,1
32361,SENDOUT_1,1
32362,SENDOUT_1,1
32363,SENDOUT_1,1
32364,SENDOUT_1,1
32365,SENDOUT_1,0
32366,SENDOUT_1,1
32367,SENDOUT_1,0
32368,SENDOUT_1,0
32369,SENDOUT_1,1
32370,SENDOUT_1,0
32371,SENDOUT_1,0
32372,SENDOUT_1,1
32373,SENDOUT_1,1
32374,SENDOUT_1,0
32375,SENDOUT_1,1
32376,SENDOUT_1,1
32377,SENDOUT_1,1
32378,SENDOUT_1,0
32379,SENDOUT_1,0
32380,SENDOUT_1,1
32381,SENDOUT_1,0
32382,SENDOUT_1,1
32383,SENDOUT_1,1
32384,SENDOUT_1,0
32385,SENDOUT_1,0
32386,SENDOUT_1,1
32387,SENDOUT_1,0
32388,SENDOUT_1,0
32389,SENDOUT_1,1
32390,SENDOUT_1,0
32391,SENDOUT_1,0
32392,SENDOUT_1,0
32393,SENDOUT_1,1
32394,SENDOUT_1,1
32395,SENDOUT_1,0
32396,SENDOUT_1,1
32397,SENDOUT_1,0
32398,SENDOUT_1,1
32399,SENDOUT_1,0
32400,SENDOUT_1,0
32401,SENDOUT_1,0
32402,SENDOUT_1,0
32403,SENDOUT_1,0
32404,SENDOUT_1,1
32405,SENDOUT_1,0
32406,SENDOUT_1,1
32407,SENDOUT_1,1
32408,SENDOUT_1,1
32409,SENDOUT_1,1
32410,SENDOUT_1,0
32411,SENDOUT_1,1
32412,SENDOUT_1,0
32413,SENDOUT_1,1
32414,SENDOUT_1,1
32415,SENDOUT_1,0
32416,SENDOUT_1,1
32417,SENDOUT_1,1
32418,SENDOUT_1,1
32419,SENDOUT_1,1
32420,SENDOUT_1,1
32421,SENDOUT_1,0
32422,SENDOUT_1,0
32423,SENDOUT_1,0
32424,SENDOUT_1,0
32425,SENDOUT_1,0
32426,SENDOUT_1,1
32427,SENDOUT_1,1
32428,SENDOUT_1,0
32429,SENDOUT_1,1
32430,SENDOUT_1,1
32431,SENDOUT_1,0
32432,SENDOUT_1,1
32433,SENDOUT_1,1
32434,SENDOUT_1,0
32435,SENDOUT_1,0
32436,SENDOUT_1,0
32437,SENDOUT_1,1
32438,SENDOUT_1,0
32439,SENDOUT_1,1
32440,SENDOUT_1,0
32441,SENDOUT_1,0
32442,SENDOUT_1,0
32443,SENDOUT_1,0
32444,SENDOUT_1,0
32445,SENDOUT_1,0
32446,SENDOUT_1,0
32447,SENDOUT_1,1
32448,SENDOUT_1,0
32449,SENDOUT_1,0
32450,SENDOUT_1,0
32451,SENDOUT_1,1
32452,SENDOUT_1,0
32453,SENDOUT_1,1
32454,SENDOUT_1,0
32455,SENDOUT_1,1
32456,SENDOUT_1,0
32457,SENDOUT_1,1
32458,SENDOUT_1,0
32459,SENDOUT_1,1
32460,SENDOUT_1,1
32461,SENDOUT_1,0
32462,SENDOUT_1,0
32463,SENDOUT_1,0
32464,SENDOUT_1,0
32465,SENDOUT_1,1
32466,SENDOUT_1,1
32467,SENDOUT_1,1
32468,SENDOUT_1,0
32469,SENDOUT_1,0
32470,SENDOUT_1,0
32471,SENDOUT_1,0
32472,SENDOUT_1,0
32473,SENDOUT_1,0
32474,SENDOUT_1,1
32475,SENDOUT_1,1
32476,SENDOUT_1,1
32477,SENDOUT_1,0
32478,SENDOUT_1,0
32479,SENDOUT_1,0
32480,SENDOUT_1,0
32481,SENDOUT_1,0
32482,SENDOUT_1,0
32483,SENDOUT_1,0
32484,SENDOUT_1,1
32485,SENDOUT_1,1
32486,SENDOUT_1,1
32487,SENDOUT_1,1
32488,SENDOUT_1,1
32489,SENDOUT_1,0
32490,SENDOUT_1,1
32491,SENDOUT_1,0
32492,SENDOUT_1,0
32493,SENDOUT_1,1
32494,SENDOUT_1,0
32495,SENDOUT_1,0
32496,SENDOUT_1,0
32497,SENDOUT_1,1
32498,SENDOUT_1,0
32499,SENDOUT_1,0
32500,SENDOUT_1,1
32501,SENDOUT_1,0
32502,SENDOUT_1,0
32503,SENDOUT_1,1
32504,SENDOUT_1,1
32505,SENDOUT_1,0
32506,SENDOUT_1,0
32507,SENDOUT_1,0
32508,SENDOUT_1,0
32509,SENDOUT_1,0
32510,SENDOUT_1,1
32511,SENDOUT_1,0
32512,SENDOUT_1,1
32513,SENDOUT_1,1
32514,SENDOUT_1,1
32515,SENDOUT_1,1
32516,SENDOUT_1,1
32517,SENDOUT_1,0
32518,SENDOUT_1,1
32519,SENDOUT_1,0
32520,SENDOUT_1,1
32521,SENDOUT_1,0
32522,SENDOUT_1,0
32523,SENDOUT_1,1
32524,SENDOUT_1,1
32525,SENDOUT_1,0
32526,SENDOUT_1,1
32527,SENDOUT_1,1
32528,SENDOUT_1,1
32529,SENDOUT_1,0
32530,SENDOUT_1,0
32531,SENDOUT_1,1
32532,SENDOUT_1,1
32533,SENDOUT_1,1
32534,SENDOUT_1,0
32535,SENDOUT_1,1
32536,SENDOUT_1,1
32537,SENDOUT_1,0
32538,SENDOUT_1,1
32539,SENDOUT_1,1
32540,SENDOUT_1,1
32541,SENDOUT_1,0
32542,SENDOUT_1,1
32543,SENDOUT_1,1
32544,SENDOUT_1,0
32545,SENDOUT_1,0
32546,SENDOUT_1,1
32547,SENDOUT_1,0
32548,SENDOUT_1,0
32549,SENDOUT_1,0
32550,SENDOUT_1,0
32551,SENDOUT_1,0
32552,SENDOUT_1,1
32553,SENDOUT_1,0
32554,SENDOUT_1,1
32555,SENDOUT_1,1
32556,SENDOUT_1,0
32557,SENDOUT_1,1
32558,SENDOUT_1,1
32559,SENDOUT_1,0
32560,SENDOUT_1,0
32561,SENDOUT_1,1
32562,SENDOUT_1,1
32563,SENDOUT_1,0
32564,SENDOUT_1,0
32565,SENDOUT_1,1
32566,SENDOUT_1,1
32567,SENDOUT_1,0
32568,SENDOUT_1,1
32569,SENDOUT_1,1
32570,SENDOUT_1,0
32571,SENDOUT_1,1
32572,SENDOUT_1,1
32573,SENDOUT_1,0
32574,SENDOUT_1,0
32575,SENDOUT_1,1
32576,SENDOUT_1,0
32577,SENDOUT_1,0
32578,SENDOUT_1,0
32579,SENDOUT_1,1
32580,SENDOUT_1,1
32581,SENDOUT_1,0
32582,SENDOUT_1,1
32583,SENDOUT_1,1
32584,SENDOUT_1,1
32585,SENDOUT_1,0
32586,SENDOUT_1,1
32587,SENDOUT_1,0
32588,SENDOUT_1,0
32589,SENDOUT_1,1
32590,SENDOUT_1,1
32591,SENDOUT_1,1
32592,SENDOUT_1,1
32593,SENDOUT_1,1
32594,SENDOUT_1,1
32595,SENDOUT_1,0
32596,SENDOUT_1,1
32597,SENDOUT_1,1
32598,SENDOUT_1,1
32599,SENDOUT_1,1
32600,SENDOUT_1,1
32601,SENDOUT_1,0
32602,SENDOUT_1,1
32603,SENDOUT_1,0
32604,SENDOUT_1,0
32605,SENDOUT_1,1
32606,SENDOUT_1,0
32607,SENDOUT_1,0
32608,SENDOUT_1,0
32609,SENDOUT_1,1
32610,SENDOUT_1,1
32611,SENDOUT_1,0
32612,SENDOUT_1,1
32613,SENDOUT_1,1
32614,SENDOUT_1,1
32615,SENDOUT_1,1
32616,SENDOUT_1,1
32617,SENDOUT_1,0
32618,SENDOUT_1,0
32619,SENDOUT_1,0
32620,SENDOUT_1,1
32621,SENDOUT_1,1
32622,SENDOUT_1,1
32623,SENDOUT_1,0
32624,SENDOUT_1,1
32625,SENDOUT_1,0
32626,SENDOUT_1,0
32627,SENDOUT_1,0
32628,SENDOUT_1,1
32629,SENDOUT_1,1
32630,SENDOUT_1,1
32631,SENDOUT_1,1
32632,SENDOUT_1,1
32633,SENDOUT_1,0
32634,SENDOUT_1,0
32635,SENDOUT_1,1
32636,SENDOUT_1,1
32637,SENDOUT_1,0
32638,SENDOUT_1,1
32639,SENDOUT_1,0
32640,SENDOUT_1,1
32641,SENDOUT_1,0
32642,SENDOUT_1,1
32643,SENDOUT_1,0
32644,SENDOUT_1,0
32645,SENDOUT_1,0
32646,SENDOUT_1,1
32647,SENDOUT_1,1
32648,SENDOUT_1,1
32649,SENDOUT_1,1
32650,SENDOUT_1,1
32651,SENDOUT_1,0
32652,SENDOUT_1,1
32653,SENDOUT_1,0
32654,SENDOUT_1,0
32655,SENDOUT_1,1
32656,SENDOUT_1,1
32657,SENDOUT_1,0
32658,SENDOUT_1,1
32659,SENDOUT_1,1
32660,SENDOUT_1,1
32661,SENDOUT_1,1
32662,SENDOUT_1,1
32663,SENDOUT_1,0
32664,SENDOUT_1,1
32665,SENDOUT_1,0
32666,SENDOUT_1,0
32667,SENDOUT_1,1
32668,SENDOUT_1,0
32669,SENDOUT_1,0
32670,SENDOUT_1,1
32671,SENDOUT_1,0
32672,SENDOUT_1,0
32673,SENDOUT_1,1
32674,SENDOUT_1,0
32675,SENDOUT_1,0
32676,SENDOUT_1,1
32677,SENDOUT_1,1
32678,SENDOUT_1,0
32679,SENDOUT_1,1
32680,SENDOUT_1,1
32681,SENDOUT_1,1
32682,SENDOUT_1,0
32683,SENDOUT_1,1
32684,SENDOUT_1,1
32685,SENDOUT_1,1
32686,SENDOUT_1,1
32687,SENDOUT_1,0
32688,SENDOUT_1,0
32689,SENDOUT_1,0
32690,SENDOUT_1,0
32691,SENDOUT_1,1
32692,SENDOUT_1,0
32693,SENDOUT_1,1
32694,SENDOUT_1,0
32695,SENDOUT_1,1
32696,SENDOUT_1,0
32697,SENDOUT_1,0
32698,SENDOUT_1,1
32699,SENDOUT_1,1
32700,SENDOUT_1,0
32701,SENDOUT_1,0
32702,SENDOUT_1,0
32703,SENDOUT_1,1
32704,SENDOUT_1,1
32705,SENDOUT_1,0
32706,SENDOUT_1,0
32707,SENDOUT_1,0
32708,SENDOUT_1,0
32709,SENDOUT_1,1
32710,SENDOUT_1,0
32711,SENDOUT_1,1
32712,SENDOUT_1,1
32713,SENDOUT_1,0
32714,SENDOUT_1,0
32715,SENDOUT_1,0
32716,SENDOUT_1,0
32717,SENDOUT_1,1
32718,SENDOUT_1,0
32719,SENDOUT_1,1
32720,SENDOUT_1,1
32721,SENDOUT_1,1
32722,SENDOUT_1,1
32723,SENDOUT_1,0
32724,SENDOUT_1,0
32725,SENDOUT_1,0
32726,SENDOUT_1,1
32727,SENDOUT_1,1
32728,SENDOUT_1,1
32729,SENDOUT_1,0
32730,SENDOUT_1,0
32731,SENDOUT_1,1
32732,SENDOUT_1,0
32733,SENDOUT_1,0
32734,SENDOUT_1,0
32735,SENDOUT_1,1
32736,SENDOUT_1,0
32737,SENDOUT_1,0
32738,SENDOUT_1,0
32739,SENDOUT_1,0
32740,SENDOUT_1,0
32741,SENDOUT_1,0
32742,SENDOUT_1,1
32743,SENDOUT_1,0
32744,SENDOUT_1,1
32745,SENDOUT_1,0
32746,SENDOUT_1,1
32747,SENDOUT_1,0
32748,SENDOUT_1,1
32749,SENDOUT_1,0
32750,SENDOUT_1,1
32751,SENDOUT_1,0
32752,SENDOUT_1,0
32753,SENDOUT_1,1
32754,SENDOUT_1,1
32755,SENDOUT_1,0
32756,SENDOUT_1,1
32757,SENDOUT_1,0
32758,SENDOUT_1,0
32759,SENDOUT_1,1
32760,SENDOUT_1,1
32761,SENDOUT_1,0
32762,SENDOUT_1,1
32763,SENDOUT_1,1
32764,SENDOUT_1,0
32765,SENDOUT_1,1
32766,SENDOUT_1,1
32767,SENDOUT_1,1
32768,SENDOUT_1,0
32769,SENDOUT_1,0
32770,SENDOUT_1,0
32771,SENDOUT_1,1
32772,SENDOUT_1,0
32773,SENDOUT_1,1
32774,SENDOUT_1,0
32775,SENDOUT_1,0
32776,SENDOUT_1,1
32777,SENDOUT_1,0
32778,SENDOUT_1,0
32779,SENDOUT_1,0
32780,SENDOUT_1,0
32781,SENDOUT_1,1
32782,SENDOUT_1,1
32783,SENDOUT_1,0
32784,SENDOUT_1,1
32785,SENDOUT_1,1
32786,SENDOUT_1,1
32787,SENDOUT_1,1
32788,SENDOUT_1,0
32789,SENDOUT_1,0
32790,SENDOUT_1,0
32791,SENDOUT_1,0
32792,SENDOUT_1,0
32793,SENDOUT_1,0
32794,SENDOUT_1,1
32795,SENDOUT_1,1
32796,SENDOUT_1,1
32797,SENDOUT_1,0
32798,SENDOUT_1,1
32799,SENDOUT_1,1
32800,SENDOUT_1,1
32801,SENDOUT_1,0
32802,SENDOUT_1,0
32803,SENDOUT_1,0
32804,SENDOUT_1,1
32805,SENDOUT_1,1
32806,SENDOUT_1,0
32807,SENDOUT_1,0
32808,SENDOUT_1,0
32809,SENDOUT_1,1
32810,SENDOUT_1,1
32811,SENDOUT_1,0
32812,SENDOUT_1,1
32813,SENDOUT_1,1
32814,SENDOUT_1,1
32815,SENDOUT_1,0
32816,SENDOUT_1,1
32817,SENDOUT_1,0
32818,SENDOUT_1,0
32819,SENDOUT_1,0
32820,SENDOUT_1,1
32821,SENDOUT_1,1
32822,SENDOUT_1,0
32823,SENDOUT_1,1
32824,SENDOUT_1,1
32825,SENDOUT_1,1
32826,SENDOUT_1,1
32827,SENDOUT_1,1
32828,SENDOUT_1,1
32829,SENDOUT_1,0
32830,SENDOUT_1,0
32831,SENDOUT_1,1
32832,SENDOUT_1,1
32833,SENDOUT_1,1
32834,SENDOUT_1,0
32835,SENDOUT_1,1
32836,SENDOUT_1,0
32837,SENDOUT_1,1
32838,SENDOUT_1,1
32839,SENDOUT_1,0
32840,SENDOUT_1,0
32841,SENDOUT_1,1
32842,SENDOUT_1,1
32843,SENDOUT_1,0
32844,SENDOUT_1,1
32845,SENDOUT_1,0
32846,SENDOUT_1,1
32847,SENDOUT_1,0
32848,SENDOUT_1,1
32849,SENDOUT_1,1
32850,SENDOUT_1,1
32851,SENDOUT_1,0
32852,SENDOUT_1,1
32853,SENDOUT_1,0
32854,SENDOUT_1,1
32855,SENDOUT_1,1
32856,SENDOUT_1,1
32857,SENDOUT_1,1
32858,SENDOUT_1,0
32859,SENDOUT_1,0
32860,SENDOUT_1,0
32861,SENDOUT_1,1
32862,SENDOUT_1,0
32863,SENDOUT_1,0
32864,SENDOUT_1,0
32865,SENDOUT_1,1
32866,SENDOUT_1,1
32867,SENDOUT_1,0
32868,SENDOUT_1,0
32869,SENDOUT_1,1
32870,SENDOUT_1,0
32871,SENDOUT_1,0
32872,SENDOUT_1,1
32873,SENDOUT_1,0
32874,SENDOUT_1,1
32875,SENDOUT_1,0
32876,SENDOUT_1,0
32877,SENDOUT_1,1
32878,SENDOUT_1,0
32879,SENDOUT_1,0
32880,SENDOUT_1,0
32881,SENDOUT_1,0
32882,SENDOUT_1,0
32883,SENDOUT_1,0
32884,SENDOUT_1,1
32885,SENDOUT_1,0
32886,SENDOUT_1,0
32887,SENDOUT_1,1
32888,SENDOUT_1,0
32889,SENDOUT_1,1
32890,SENDOUT_1,0
32891,SENDOUT_1,1
32892,SENDOUT_1,0
32893,SENDOUT_1,1
32894,SENDOUT_1,1
32895,SENDOUT_1,1
32896,SENDOUT_1,0
32897,SENDOUT_1,1
32898,SENDOUT_1,0
32899,SENDOUT_1,0
32900,SENDOUT_1,0
32901,SENDOUT_1,1
32902,SENDOUT_1,0
32903,SENDOUT_1,0
32904,SENDOUT_1,1
32905,SENDOUT_1,1
32906,SENDOUT_1,0
32907,SENDOUT_1,0
32908,SENDOUT_1,1
32909,SENDOUT_1,0
32910,SENDOUT_1,0
32911,SENDOUT_1,0
32912,SENDOUT_1,1
32913,SENDOUT_1,0
32914,SENDOUT_1,1
32915,SENDOUT_1,0
32916,SENDOUT_1,1
32917,SENDOUT_1,1
32918,SENDOUT_1,1
32919,SENDOUT_1,0
32920,SENDOUT_1,1
32921,SENDOUT_1,0
32922,SENDOUT_1,1
32923,SENDOUT_1,0
32924,SENDOUT_1,0
32925,SENDOUT_1,1
32926,SENDOUT_1,0
32927,SENDOUT_1,0
32928,SENDOUT_1,1
32929,SENDOUT_1,1
32930,SENDOUT_1,0
32931,SENDOUT_1,1
32932,SENDOUT_1,0
32933,SENDOUT_1,0
32934,SENDOUT_1,0
32935,SENDOUT_1,1
32936,SENDOUT_1,0
32937,SENDOUT_1,0
32938,SENDOUT_1,0
32939,SENDOUT_1,1
32940,SENDOUT_1,1
32941,SENDOUT_1,1
32942,SENDOUT_1,0
32943,SENDOUT_1,1
32944,SENDOUT_1,0
32945,SENDOUT_1,1
32946,SENDOUT_1,0
32947,SENDOUT_1,1
32948,SENDOUT_1,0
32949,SENDOUT_1,1
32950,SENDOUT_1,0
32951,SENDOUT_1,0
32952,SENDOUT_1,0
32953,SENDOUT_1,0
32954,SENDOUT_1,1
32955,SENDOUT_1,1
32956,SENDOUT_1,1
32957,SENDOUT_1,0
32958,SENDOUT_1,1
32959,SENDOUT_1,1
32960,SENDOUT_1,1
32961,SENDOUT_1,0
32962,SENDOUT_1,0
32963,SENDOUT_1,0
32964,SENDOUT_1,1
32965,SENDOUT_1,1
32966,SENDOUT_1,0
32967,SENDOUT_1,1
32968,SENDOUT_1,1
32969,SENDOUT_1,1
32970,SENDOUT_1,0
32971,SENDOUT_1,0
32972,SENDOUT_1,1
32973,SENDOUT_1,1
32974,SENDOUT_1,0
32975,SENDOUT_1,0
32976,SENDOUT_1,0
32977,SENDOUT_1,1
32978,SENDOUT_1,1
32979,SENDOUT_1,1
32980,SENDOUT_1,0
32981,SENDOUT_1,0
32982,SENDOUT_1,0
32983,SENDOUT_1,0
32984,SENDOUT_1,1
32985,SENDOUT_1,1
32986,SENDOUT_1,0
32987,SENDOUT_1,1
32988,SENDOUT_1,1
32989,SENDOUT_1,1
32990,SENDOUT_1,1
32991,SENDOUT_1,1
32992,SENDOUT_1,0
32993,SENDOUT_1,1
32994,SENDOUT_1,1
32995,SENDOUT_1,1
32996,SENDOUT_1,1
32997,SENDOUT_1,1
32998,SENDOUT_1,0
32999,SENDOUT_1,0
33000,SENDOUT_1,1
33001,SENDOUT_1,0
33002,SENDOUT_1,1
33003,SENDOUT_1,1
33004,SENDOUT_1,0
33005,SENDOUT_1,0
33006,SENDOUT_1,0
33007,SENDOUT_1,1
33008,SENDOUT_1,1
33009,SENDOUT_1,0
33010,SENDOUT_1,1
33011,SENDOUT_1,1
33012,SENDOUT_1,0
33013,SENDOUT_1,1
33014,SENDOUT_1,1
33015,SENDOUT_1,0
33016,SENDOUT_1,1
33017,SENDOUT_1,0
33018,SENDOUT_1,0
33019,SENDOUT_1,0
33020,SENDOUT_1,1
33021,SENDOUT_1,1
33022,SENDOUT_1,1
33023,SENDOUT_1,0
33024,SENDOUT_1,0
33025,SENDOUT_1,0
33026,SENDOUT_1,1
33027,SENDOUT_1,1
33028,SENDOUT_1,1
33029,SENDOUT_1,1
33030,SENDOUT_1,0
33031,SENDOUT_1,0
33032,SENDOUT_1,1
33033,SENDOUT_1,1
33034,SENDOUT_1,1
33035,SENDOUT_1,1
33036,SENDOUT_1,0
33037,SENDOUT_1,0
33038,SENDOUT_1,1
33039,SENDOUT_1,1
33040,SENDOUT_1,1
33041,SENDOUT_1,0
33042,SENDOUT_1,0
33043,SENDOUT_1,0
33044,SENDOUT_1,1
33045,SENDOUT_1,0
33046,SENDOUT_1,1
33047,SENDOUT_1,1
33048,SENDOUT_1,1
33049,SENDOUT_1,1
33050,SENDOUT_1,1
33051,SENDOUT_1,1
33052,SENDOUT_1,1
33053,SENDOUT_1,1
33054,SENDOUT_1,1
33055,SENDOUT_1,1
33056,SENDOUT_1,0
33057,SENDOUT_1,0
33058,SENDOUT_1,1
33059,SENDOUT_1,1
33060,SENDOUT_1,0
33061,SENDOUT_1,0
33062,SENDOUT_1,1
33063,SENDOUT_1,1
33064,SENDOUT_1,1
33065,SENDOUT_1,0
33066,SENDOUT_1,1
33067,SENDOUT_1,1
33068,SENDOUT_1,0
33069,SENDOUT_1,0
33070,SENDOUT_1,1
33071,SENDOUT_1,1
33072,SENDOUT_1,0
33073,SENDOUT_1,0
33074,SENDOUT_1,1
33075,SENDOUT_1,0
33076,SENDOUT_1,0
33077,SENDOUT_1,0
33078,SENDOUT_1,0
33079,SENDOUT_1,1
33080,SENDOUT_1,1
33081,SENDOUT_1,0
33082,SENDOUT_1,1
33083,SENDOUT_1,0
33084,SENDOUT_1,1
33085,SENDOUT_1,1
33086,SENDOUT_1,1
33087,SENDOUT_1,1
33088,SENDOUT_1,1
33089,SENDOUT_1,1
33090,SENDOUT_1,1
33091,SENDOUT_1,0
33092,SENDOUT_1,0
33093,SENDOUT_1,1
33094,SENDOUT_1,0
33095,SENDOUT_1,0
33096,SENDOUT_1,1
33097,SENDOUT_1,1
33098,SENDOUT_1,1
33099,SENDOUT_1,1
33100,SENDOUT_1,0
33101,SENDOUT_1,0
33102,SENDOUT_1,1
33103,SENDOUT_1,0
33104,SENDOUT_1,0
33105,SENDOUT_1,0
33106,SENDOUT_1,0
33107,SENDOUT_1,1
33108,SENDOUT_1,1
33109,SENDOUT_1,0
33110,SENDOUT_1,1
33111,SENDOUT_1,0
33112,SENDOUT_1,1
33113,SENDOUT_1,0
33114,SENDOUT_1,0
33115,SENDOUT_1,1
33116,SENDOUT_1,1
33117,SENDOUT_1,0
33118,SENDOUT_1,0
33119,SENDOUT_1,1
33120,SENDOUT_1,0
33121,SENDOUT_1,1
33122,SENDOUT_1,0
33123,SENDOUT_1,0
33124,SENDOUT_1,0
33125,SENDOUT_1,1
33126,SENDOUT_1,1
33127,SENDOUT_1,0
33128,SENDOUT_1,1
33129,SENDOUT_1,1
33130,SENDOUT_1,0
33131,SENDOUT_1,0
33132,SENDOUT_1,0
33133,SENDOUT_1,0
33134,SENDOUT_1,1
33135,SENDOUT_1,1
33136,SENDOUT_1,0
33137,SENDOUT_1,0
33138,SENDOUT_1,0
33139,SENDOUT_1,1
33140,SENDOUT_1,0
33141,SENDOUT_1,0
33142,SENDOUT_1,1
33143,SENDOUT_1,1
33144,SENDOUT_1,1
